TABLE,RESPONSE,GROUP,GROUP WEIGHTED %,Year
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Don't know,AGE: 35- 54,2,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Very likely,AGE: 55+,14,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Somewhat likely,AGE: 55+,10,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Not very likely,AGE: 55+,20,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Not at all likely,AGE: 55+,56,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Overseas",Don't know,AGE: 55+,0,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Caribbean or other sun destinations",Very likely,NOVA SCOTIA %,17,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Caribbean or other sun destinations",Somewhat likely,NOVA SCOTIA %,11,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Caribbean or other sun destinations",Not very likely,NOVA SCOTIA %,24,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Caribbean or other sun destinations",Not at all likely,NOVA SCOTIA %,48,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Caribbean or other sun destinations",Don't know,NOVA SCOTIA %,0,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Caribbean or other sun destinations",Very likely,REGION: Halifax,25,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Caribbean or other sun destinations",Somewhat likely,REGION: Halifax,11,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Caribbean or other sun destinations",Not very likely,REGION: Halifax,24,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Caribbean or other sun destinations",Not at all likely,REGION: Halifax,40,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Caribbean or other sun destinations",Don't know,REGION: Halifax,0,2024
"Thinking about your travel plans in 2024, how likely are you to travel this year on an overnight trip – either on holiday, or to visit friends or family – to each of the following locations: Caribbean or other sun destinations",Very likely,REGION: Cape Breton,6,2024
